,Time,PRICE,SIZE,BID_PRICE1,ASK_PRICE1,BID_SIZE1,ASK_SIZE1,Type
30629,2023-03-16 15:26:45.444907,,,158.9,158.91,321,503,Glass
30630,2023-03-16 15:26:46.816927,,,158.9,158.91,321,502,Glass
9179,2023-03-16 15:26:46.816927,158.91,1,,,,,Deal
30631,2023-03-16 15:26:48.533353,,,158.9,158.91,316,602,Glass
30632,2023-03-16 15:26:49.068213,,,158.9,158.91,171,576,Glass
9180,2023-03-16 15:26:49.068213,158.9,145,,,,,Deal
30633,2023-03-16 15:26:50.252826,,,158.9,158.91,171,576,Glass
30634,2023-03-16 15:26:51.043842,,,158.9,158.91,285,575,Glass
9181,2023-03-16 15:26:51.043842,158.91,1,,,,,Deal
30635,2023-03-16 15:26:53.074090,,,158.9,158.91,885,265,Glass
9182,2023-03-16 15:26:53.204557,158.91,1,,,,,Deal
30636,2023-03-16 15:26:53.615647,,,158.9,158.91,916,267,Glass
30637,2023-03-16 15:26:54.545271,,,158.9,158.91,851,267,Glass
9183,2023-03-16 15:26:54.545271,158.9,65,,,,,Deal
30638,2023-03-16 15:26:55.234056,,,158.9,158.91,787,267,Glass
30639,2023-03-16 15:26:56.360997,,,158.9,158.91,790,257,Glass
9184,2023-03-16 15:26:56.360997,158.91,10,,,,,Deal
9185,2023-03-16 15:26:57.005644,158.91,89,,,,,Deal
30640,2023-03-16 15:26:57.005644,,,158.9,158.91,790,133,Glass
30641,2023-03-16 15:26:57.895554,,,158.91,158.92,428,1139,Glass
30642,2023-03-16 15:26:58.609591,,,158.91,158.92,428,106,Glass
30643,2023-03-16 15:27:00.155582,,,158.91,158.92,391,156,Glass
9186,2023-03-16 15:27:01.201827,158.91,138,,,,,Deal
30644,2023-03-16 15:27:01.201827,,,158.91,158.92,462,156,Glass
9187,2023-03-16 15:27:02.047627,158.92,6,,,,,Deal
30645,2023-03-16 15:27:02.047627,,,158.91,158.92,600,150,Glass
9188,2023-03-16 15:27:03.229426,158.92,2,,,,,Deal
30646,2023-03-16 15:27:03.229426,,,158.91,158.92,600,139,Glass
30647,2023-03-16 15:27:03.934638,,,158.91,158.92,824,139,Glass
9189,2023-03-16 15:27:04.064145,158.91,152,,,,,Deal
30648,2023-03-16 15:27:04.681109,,,158.91,158.93,1024,1167,Glass
9190,2023-03-16 15:27:04.681109,158.92,139,,,,,Deal
30649,2023-03-16 15:27:05.809686,,,158.92,158.93,874,1157,Glass
9191,2023-03-16 15:27:05.809686,158.93,10,,,,,Deal
30650,2023-03-16 15:27:06.478831,,,158.92,158.93,875,1157,Glass
30651,2023-03-16 15:27:07.237214,,,158.92,158.93,875,1135,Glass
9192,2023-03-16 15:27:07.237214,158.93,22,,,,,Deal
30652,2023-03-16 15:27:08.610739,,,158.92,158.93,912,1133,Glass
9193,2023-03-16 15:27:09.030367,158.92,474,,,,,Deal
30653,2023-03-16 15:27:09.314037,,,158.92,158.93,600,131,Glass
30654,2023-03-16 15:27:09.918527,,,158.92,158.93,601,131,Glass
30655,2023-03-16 15:27:13.016119,,,158.92,158.93,601,128,Glass
9194,2023-03-16 15:27:13.016119,158.93,3,,,,,Deal
30656,2023-03-16 15:27:13.898465,,,158.92,158.93,441,128,Glass
9195,2023-03-16 15:27:13.898465,158.92,160,,,,,Deal
30657,2023-03-16 15:27:14.569875,,,158.92,158.93,601,117,Glass
9196,2023-03-16 15:27:14.569875,158.93,1,,,,,Deal
30658,2023-03-16 15:27:16.527805,,,158.92,158.93,601,217,Glass
30659,2023-03-16 15:27:17.352563,,,158.92,158.93,601,210,Glass
9197,2023-03-16 15:27:17.352563,158.93,7,,,,,Deal
30660,2023-03-16 15:27:18.607886,,,158.92,158.93,604,210,Glass
30661,2023-03-16 15:27:19.518977,,,158.92,158.93,600,210,Glass
9198,2023-03-16 15:27:19.518977,158.92,1,,,,,Deal
30662,2023-03-16 15:27:20.081359,,,158.92,158.93,601,208,Glass
9199,2023-03-16 15:27:21.106978,158.93,72,,,,,Deal
30663,2023-03-16 15:27:21.106978,,,158.92,158.93,601,136,Glass
30664,2023-03-16 15:27:22.359941,,,158.92,158.93,601,125,Glass
9200,2023-03-16 15:27:22.801814,158.92,600,,,,,Deal
30665,2023-03-16 15:27:23.039748,,,158.9,158.92,296,157,Glass
30666,2023-03-16 15:27:23.615641,,,158.9,158.92,396,307,Glass
30667,2023-03-16 15:27:24.459359,,,158.9,158.92,357,307,Glass
9201,2023-03-16 15:27:24.459359,158.9,42,,,,,Deal
9202,2023-03-16 15:27:25.241327,158.9,96,,,,,Deal
30668,2023-03-16 15:27:25.241327,,,158.9,158.92,153,307,Glass
30669,2023-03-16 15:27:25.892218,,,158.9,158.92,149,306,Glass
9203,2023-03-16 15:27:25.892218,158.92,1,,,,,Deal
30670,2023-03-16 15:27:26.465759,,,158.91,158.92,613,227,Glass
9204,2023-03-16 15:27:27.616764,158.92,50,,,,,Deal
30671,2023-03-16 15:27:27.616764,,,158.91,158.92,613,100,Glass
30672,2023-03-16 15:27:28.609659,,,158.91,158.92,618,100,Glass
9205,2023-03-16 15:27:30.097612,158.92,5,,,,,Deal
30673,2023-03-16 15:27:30.097612,,,158.91,158.92,613,95,Glass
30674,2023-03-16 15:27:30.636703,,,158.91,158.93,613,1547,Glass
9206,2023-03-16 15:27:30.636703,158.92,95,,,,,Deal
30675,2023-03-16 15:27:31.404293,,,158.9,158.93,151,1163,Glass
9207,2023-03-16 15:27:31.873850,158.93,1,,,,,Deal
30676,2023-03-16 15:27:31.945842,,,158.92,158.93,283,902,Glass
30677,2023-03-16 15:27:32.724313,,,158.92,158.93,282,902,Glass
9208,2023-03-16 15:27:32.724313,158.92,1,,,,,Deal
30678,2023-03-16 15:27:33.335277,,,158.9,158.93,151,900,Glass
9209,2023-03-16 15:27:34.472301,158.91,153,,,,,Deal
30679,2023-03-16 15:27:34.472301,,,158.91,158.93,129,393,Glass
30680,2023-03-16 15:27:36.382324,,,158.91,158.92,125,37,Glass
9210,2023-03-16 15:27:36.382324,158.91,4,,,,,Deal
30681,2023-03-16 15:27:38.611372,,,158.9,158.92,357,181,Glass
9211,2023-03-16 15:27:38.901130,158.9,46,,,,,Deal
30682,2023-03-16 15:27:39.240132,,,158.9,158.92,211,213,Glass
9212,2023-03-16 15:27:42.619657,158.9,20,,,,,Deal
30683,2023-03-16 15:27:42.619657,,,158.9,158.92,143,413,Glass
30684,2023-03-16 15:27:43.606569,,,158.9,158.92,143,381,Glass
9213,2023-03-16 15:27:43.836091,158.9,137,,,,,Deal
9214,2023-03-16 15:27:46.519185,158.92,1,,,,,Deal
30685,2023-03-16 15:27:46.519185,,,158.9,158.92,4,511,Glass
30686,2023-03-16 15:27:47.229157,,,158.9,158.92,4,502,Glass
9215,2023-03-16 15:27:47.229157,158.92,8,,,,,Deal
30687,2023-03-16 15:27:47.928726,,,158.9,158.92,5,501,Glass
9216,2023-03-16 15:27:47.944003,158.92,1,,,,,Deal
30688,2023-03-16 15:27:48.613991,,,158.89,158.92,190,325,Glass
30689,2023-03-16 15:27:49.378395,,,158.89,158.92,190,459,Glass
9217,2023-03-16 15:27:49.378395,158.92,1,,,,,Deal
9218,2023-03-16 15:27:51.060379,158.92,1,,,,,Deal
30690,2023-03-16 15:27:51.060379,,,158.9,158.92,4,490,Glass
30691,2023-03-16 15:27:52.140137,,,158.9,158.92,21,219,Glass
9219,2023-03-16 15:27:52.462861,158.92,1,,,,,Deal
9220,2023-03-16 15:27:52.988872,158.92,5,,,,,Deal
30692,2023-03-16 15:27:52.988872,,,158.9,158.92,4,213,Glass
30693,2023-03-16 15:27:53.606348,,,158.91,158.92,125,7,Glass
9221,2023-03-16 15:27:53.830580,158.92,1,,,,,Deal
9222,2023-03-16 15:27:55.387109,158.92,1,,,,,Deal
30694,2023-03-16 15:27:55.387109,,,158.91,158.92,125,5,Glass
9223,2023-03-16 15:27:56.035943,158.93,8,,,,,Deal
30695,2023-03-16 15:27:56.035943,,,158.92,158.93,613,998,Glass
30696,2023-03-16 15:27:57.071610,,,158.92,158.93,613,997,Glass
9224,2023-03-16 15:27:57.071610,158.93,1,,,,,Deal
30697,2023-03-16 15:27:58.611994,,,158.92,158.93,613,844,Glass
30698,2023-03-16 15:27:59.326420,,,158.92,158.93,613,137,Glass
9225,2023-03-16 15:27:59.326420,158.93,31,,,,,Deal
30699,2023-03-16 15:28:00.667546,,,158.93,158.94,500,162,Glass
9226,2023-03-16 15:28:00.667546,158.94,10,,,,,Deal
9227,2023-03-16 15:28:03.387420,158.94,1,,,,,Deal
30700,2023-03-16 15:28:03.387420,,,158.93,158.94,500,161,Glass
30701,2023-03-16 15:28:05.261783,,,158.92,158.94,2,110,Glass
9228,2023-03-16 15:28:05.383702,158.94,1,,,,,Deal
9229,2023-03-16 15:28:05.951009,158.94,1,,,,,Deal
30702,2023-03-16 15:28:05.951009,,,158.92,158.94,501,308,Glass
9230,2023-03-16 15:28:07.670755,158.94,1,,,,,Deal
30703,2023-03-16 15:28:07.670755,,,158.92,158.94,501,292,Glass
9231,2023-03-16 15:28:08.267688,158.94,43,,,,,Deal
30704,2023-03-16 15:28:08.267688,,,158.92,158.94,501,249,Glass
9232,2023-03-16 15:28:09.213017,158.94,1,,,,,Deal
30705,2023-03-16 15:28:09.213017,,,158.92,158.94,501,322,Glass
9233,2023-03-16 15:28:09.952133,158.94,6,,,,,Deal
30706,2023-03-16 15:28:09.952133,,,158.92,158.94,370,316,Glass
9234,2023-03-16 15:28:10.459392,158.94,1,,,,,Deal
30707,2023-03-16 15:28:10.459392,,,158.92,158.94,370,315,Glass
30708,2023-03-16 15:28:11.305809,,,158.93,158.94,100,305,Glass
9235,2023-03-16 15:28:11.305809,158.94,10,,,,,Deal
30709,2023-03-16 15:28:12.470672,,,158.93,158.94,100,315,Glass
30710,2023-03-16 15:28:13.611773,,,158.93,158.94,100,415,Glass
30711,2023-03-16 15:28:17.129274,,,158.93,158.94,100,415,Glass
30712,2023-03-16 15:28:18.282205,,,158.93,158.94,99,415,Glass
9236,2023-03-16 15:28:18.282205,158.93,1,,,,,Deal
30713,2023-03-16 15:28:18.784489,,,158.93,158.94,99,394,Glass
9237,2023-03-16 15:28:18.784489,158.94,13,,,,,Deal
9238,2023-03-16 15:28:19.455870,158.94,43,,,,,Deal
30714,2023-03-16 15:28:19.455870,,,158.93,158.94,99,47,Glass
30715,2023-03-16 15:28:20.225322,,,158.93,158.95,87,924,Glass
9239,2023-03-16 15:28:20.225322,158.93,2,,,,,Deal
30716,2023-03-16 15:28:21.165291,,,158.93,158.95,88,923,Glass
9240,2023-03-16 15:28:21.165291,158.95,1,,,,,Deal
30717,2023-03-16 15:28:21.739655,,,158.94,158.95,3,806,Glass
9241,2023-03-16 15:28:21.739655,158.95,25,,,,,Deal
30718,2023-03-16 15:28:23.608861,,,158.94,158.95,3,705,Glass
9242,2023-03-16 15:28:23.621261,158.95,13,,,,,Deal
30719,2023-03-16 15:28:25.410897,,,158.94,158.95,5,238,Glass
30720,2023-03-16 15:28:26.417433,,,158.94,158.96,5,1423,Glass
9243,2023-03-16 15:28:26.417433,158.95,107,,,,,Deal
30721,2023-03-16 15:28:27.191712,,,158.94,158.96,5,828,Glass
9244,2023-03-16 15:28:27.191712,158.96,2,,,,,Deal
30722,2023-03-16 15:28:27.909591,,,158.94,158.96,5,827,Glass
9245,2023-03-16 15:28:27.909591,158.96,1,,,,,Deal
30723,2023-03-16 15:28:28.607053,,,158.95,158.96,20,293,Glass
30724,2023-03-16 15:28:29.789371,,,158.95,158.96,20,243,Glass
9246,2023-03-16 15:28:29.789371,158.96,1,,,,,Deal
30725,2023-03-16 15:28:31.806249,,,158.95,158.96,20,200,Glass
9247,2023-03-16 15:28:31.806249,158.96,43,,,,,Deal
30726,2023-03-16 15:28:32.588314,,,158.96,158.97,100,723,Glass
9248,2023-03-16 15:28:32.588314,158.97,2,,,,,Deal
30727,2023-03-16 15:28:33.605843,,,158.96,158.97,12,723,Glass
9249,2023-03-16 15:28:33.809673,158.95,20,,,,,Deal
30728,2023-03-16 15:28:34.109553,,,158.96,158.97,4,85,Glass
30729,2023-03-16 15:28:34.679349,,,158.94,158.97,205,85,Glass
9250,2023-03-16 15:28:35.414594,158.94,2,,,,,Deal
30730,2023-03-16 15:28:35.414594,,,158.94,158.97,203,89,Glass
30731,2023-03-16 15:28:37.469159,,,158.94,158.95,201,58,Glass
9251,2023-03-16 15:28:37.469159,158.95,3,,,,,Deal
30732,2023-03-16 15:28:38.613334,,,158.94,158.95,201,170,Glass
30733,2023-03-16 15:28:39.192189,,,158.94,158.95,100,170,Glass
9252,2023-03-16 15:28:39.192189,158.94,1,,,,,Deal
9253,2023-03-16 15:28:40.082375,158.95,58,,,,,Deal
30734,2023-03-16 15:28:40.082375,,,158.93,158.95,678,358,Glass
9254,2023-03-16 15:28:43.591383,158.95,1,,,,,Deal
30735,2023-03-16 15:28:43.591383,,,158.93,158.95,678,355,Glass
9255,2023-03-16 15:28:46.737176,158.94,1,,,,,Deal
30736,2023-03-16 15:28:46.737176,,,158.92,158.94,106,362,Glass
30737,2023-03-16 15:28:48.122449,,,158.93,158.94,1,362,Glass
9256,2023-03-16 15:28:48.330241,158.94,100,,,,,Deal
9257,2023-03-16 15:28:49.240300,158.94,109,,,,,Deal
30738,2023-03-16 15:28:49.240300,,,158.94,158.95,265,833,Glass
30739,2023-03-16 15:28:51.042481,,,158.94,158.95,100,856,Glass
9258,2023-03-16 15:28:51.185635,158.95,99,,,,,Deal
30740,2023-03-16 15:28:52.027284,,,158.94,158.95,100,625,Glass
9259,2023-03-16 15:28:52.027284,158.95,4,,,,,Deal
9260,2023-03-16 15:28:53.419672,158.94,2,,,,,Deal
30741,2023-03-16 15:28:53.419672,,,158.94,158.95,98,623,Glass
30742,2023-03-16 15:28:55.881695,,,158.94,158.95,73,108,Glass
9261,2023-03-16 15:28:56.238090,158.94,2,,,,,Deal
30743,2023-03-16 15:28:56.811269,,,158.94,158.95,71,105,Glass
9262,2023-03-16 15:28:56.811269,158.95,3,,,,,Deal
30744,2023-03-16 15:28:58.607900,,,158.94,158.96,71,4,Glass
9263,2023-03-16 15:28:59.429214,158.94,68,,,,,Deal
30745,2023-03-16 15:28:59.429214,,,158.94,158.95,3,101,Glass
30746,2023-03-16 15:29:00.432385,,,158.93,158.95,71,301,Glass
30747,2023-03-16 15:29:01.450842,,,158.93,158.95,71,333,Glass
9264,2023-03-16 15:29:01.680316,158.95,101,,,,,Deal
30748,2023-03-16 15:29:02.474751,,,158.95,158.96,186,779,Glass
30749,2023-03-16 15:29:03.014122,,,158.95,158.96,86,779,Glass
9265,2023-03-16 15:29:03.105645,158.95,86,,,,,Deal
30750,2023-03-16 15:29:03.614020,,,158.93,158.96,713,4,Glass
9266,2023-03-16 15:29:03.672968,158.94,22,,,,,Deal
30751,2023-03-16 15:29:04.180633,,,158.94,158.96,129,112,Glass
9267,2023-03-16 15:29:04.180633,158.95,96,,,,,Deal
30752,2023-03-16 15:29:04.760267,,,158.92,158.95,585,21,Glass
9268,2023-03-16 15:29:04.760267,158.95,1,,,,,Deal
30753,2023-03-16 15:29:05.354811,,,158.94,158.96,500,112,Glass
30754,2023-03-16 15:29:06.133900,,,158.93,158.96,400,102,Glass
9269,2023-03-16 15:29:06.133900,158.96,10,,,,,Deal
30755,2023-03-16 15:29:09.668094,,,158.94,158.96,500,100,Glass
9270,2023-03-16 15:29:09.668094,158.96,2,,,,,Deal
30756,2023-03-16 15:29:11.423645,,,158.95,158.96,1,100,Glass
30757,2023-03-16 15:29:13.326566,,,158.95,158.96,195,125,Glass
30758,2023-03-16 15:29:14.110956,,,158.95,158.96,195,118,Glass
30759,2023-03-16 15:29:16.110813,,,158.95,158.96,195,108,Glass
9271,2023-03-16 15:29:16.452058,158.96,1,,,,,Deal
30760,2023-03-16 15:29:17.117026,,,158.95,158.96,195,107,Glass
9272,2023-03-16 15:29:18.763043,158.95,1,,,,,Deal
30761,2023-03-16 15:29:18.763043,,,158.95,158.96,194,107,Glass
30762,2023-03-16 15:29:19.463321,,,158.95,158.96,96,124,Glass
9273,2023-03-16 15:29:19.463321,158.96,2,,,,,Deal
30763,2023-03-16 15:29:20.062994,,,158.95,158.96,96,116,Glass
9274,2023-03-16 15:29:20.224314,158.96,2,,,,,Deal
9275,2023-03-16 15:29:21.215724,158.96,95,,,,,Deal
30764,2023-03-16 15:29:21.215724,,,158.95,158.96,96,19,Glass
9276,2023-03-16 15:29:22.254983,158.97,6,,,,,Deal
30765,2023-03-16 15:29:22.254983,,,158.95,158.97,96,578,Glass
30766,2023-03-16 15:29:23.614329,,,158.95,158.96,96,99,Glass
9277,2023-03-16 15:29:23.711080,158.95,91,,,,,Deal
30767,2023-03-16 15:29:24.234493,,,158.95,158.96,5,106,Glass
9278,2023-03-16 15:29:24.234493,158.96,8,,,,,Deal
30768,2023-03-16 15:29:25.101263,,,158.95,158.97,5,599,Glass
9279,2023-03-16 15:29:25.101263,158.97,100,,,,,Deal
30769,2023-03-16 15:29:25.959638,,,158.96,158.97,613,596,Glass
30770,2023-03-16 15:29:27.864802,,,158.96,158.97,620,584,Glass
9280,2023-03-16 15:29:27.864802,158.97,4,,,,,Deal
30771,2023-03-16 15:29:28.608966,,,158.96,158.97,613,279,Glass
30772,2023-03-16 15:29:29.778684,,,158.95,158.97,126,246,Glass
9281,2023-03-16 15:29:29.782363,158.97,98,,,,,Deal
30773,2023-03-16 15:29:30.780486,,,158.97,158.98,100,801,Glass
9282,2023-03-16 15:29:30.911391,158.98,1,,,,,Deal
9283,2023-03-16 15:29:31.512155,158.98,10,,,,,Deal
30774,2023-03-16 15:29:31.512155,,,158.97,158.98,100,2,Glass
30775,2023-03-16 15:29:33.608029,,,158.97,158.98,600,2,Glass
9284,2023-03-16 15:29:33.881250,158.97,4,,,,,Deal
30776,2023-03-16 15:29:34.329251,,,158.97,158.98,10,300,Glass
30777,2023-03-16 15:29:35.931365,,,158.97,158.98,10,283,Glass
9285,2023-03-16 15:29:35.931365,158.98,17,,,,,Deal
30778,2023-03-16 15:29:36.488875,,,158.97,158.98,10,279,Glass
9286,2023-03-16 15:29:36.488875,158.98,4,,,,,Deal
30779,2023-03-16 15:29:37.353476,,,158.97,158.98,10,300,Glass
9287,2023-03-16 15:29:37.960440,158.98,3,,,,,Deal
30780,2023-03-16 15:29:37.960440,,,158.97,158.98,10,297,Glass
30781,2023-03-16 15:29:38.613297,,,158.97,158.98,7,290,Glass
9288,2023-03-16 15:29:38.632072,158.97,7,,,,,Deal
30782,2023-03-16 15:29:39.217979,,,158.96,158.98,600,300,Glass
30783,2023-03-16 15:29:39.868316,,,158.96,158.97,629,5,Glass
9289,2023-03-16 15:29:39.974535,158.97,5,,,,,Deal
30784,2023-03-16 15:29:40.804251,,,158.96,158.97,629,122,Glass
30785,2023-03-16 15:29:41.781931,,,158.96,158.97,629,172,Glass
9290,2023-03-16 15:29:41.965008,158.97,1,,,,,Deal
30786,2023-03-16 15:29:42.347778,,,158.96,158.97,629,122,Glass
9291,2023-03-16 15:29:43.160088,158.97,5,,,,,Deal
30787,2023-03-16 15:29:43.160088,,,158.96,158.97,629,117,Glass
9292,2023-03-16 15:29:43.858869,158.96,91,,,,,Deal
30788,2023-03-16 15:29:43.858869,,,158.96,158.97,538,214,Glass
30789,2023-03-16 15:29:45.179911,,,158.96,158.97,629,224,Glass
30790,2023-03-16 15:29:46.023465,,,158.96,158.97,629,320,Glass
9293,2023-03-16 15:29:46.033018,158.97,1,,,,,Deal
30791,2023-03-16 15:29:46.682633,,,158.96,158.97,629,372,Glass
30792,2023-03-16 15:29:47.275154,,,158.96,158.97,629,380,Glass
9294,2023-03-16 15:29:47.712733,158.97,5,,,,,Deal
30793,2023-03-16 15:29:48.524880,,,158.96,158.97,629,385,Glass
9295,2023-03-16 15:29:48.632553,158.97,90,,,,,Deal
9296,2023-03-16 15:29:49.141387,158.96,29,,,,,Deal
30794,2023-03-16 15:29:49.141387,,,158.96,158.98,600,716,Glass
9297,2023-03-16 15:29:50.158691,158.97,6,,,,,Deal
30795,2023-03-16 15:29:50.158691,,,158.95,158.98,198,716,Glass
9298,2023-03-16 15:29:51.208302,158.97,1,,,,,Deal
30796,2023-03-16 15:29:51.208302,,,158.95,158.97,198,2,Glass
30797,2023-03-16 15:29:52.926673,,,158.96,158.97,613,6,Glass
30798,2023-03-16 15:29:53.615229,,,158.96,158.97,613,101,Glass
9299,2023-03-16 15:29:53.883971,158.97,1,,,,,Deal
30799,2023-03-16 15:29:54.208693,,,158.96,158.97,517,98,Glass
30800,2023-03-16 15:29:55.212412,,,158.96,158.97,613,96,Glass
9300,2023-03-16 15:29:55.212412,158.97,2,,,,,Deal
30801,2023-03-16 15:29:55.968691,,,158.95,158.97,198,1,Glass
9301,2023-03-16 15:29:56.001040,158.97,1,,,,,Deal
30802,2023-03-16 15:29:57.977841,,,158.95,158.97,92,301,Glass
9302,2023-03-16 15:29:58.191008,158.97,1,,,,,Deal
30803,2023-03-16 15:29:58.611403,,,158.95,158.96,92,89,Glass
9303,2023-03-16 15:29:59.014954,158.95,12,,,,,Deal
30804,2023-03-16 15:29:59.245047,,,158.95,158.96,4,90,Glass
9304,2023-03-16 15:29:59.685239,158.96,1,,,,,Deal
30805,2023-03-16 15:30:02.821196,,,158.94,158.96,1,89,Glass
9305,2023-03-16 15:30:02.821196,158.95,4,,,,,Deal
30806,2023-03-16 15:30:03.348950,,,158.94,158.96,100,88,Glass
9306,2023-03-16 15:30:03.348950,158.96,1,,,,,Deal
30807,2023-03-16 15:30:03.892019,,,158.94,158.95,17,200,Glass
9307,2023-03-16 15:30:03.892019,158.94,83,,,,,Deal
30808,2023-03-16 15:30:04.514461,,,158.92,158.94,27,50,Glass
30809,2023-03-16 15:30:05.052066,,,158.92,158.93,427,23,Glass
30810,2023-03-16 15:30:07.381251,,,158.92,158.94,427,248,Glass
9308,2023-03-16 15:30:07.381251,158.94,3,,,,,Deal
30811,2023-03-16 15:30:08.472417,,,158.92,158.94,427,246,Glass
9309,2023-03-16 15:30:09.097396,158.92,27,,,,,Deal
30812,2023-03-16 15:30:09.097396,,,158.92,158.94,400,330,Glass
30813,2023-03-16 15:30:09.761093,,,158.92,158.93,200,20,Glass
30814,2023-03-16 15:30:10.400061,,,158.92,158.94,408,330,Glass
9310,2023-03-16 15:30:10.547959,158.94,1,,,,,Deal
9311,2023-03-16 15:30:11.775425,158.93,1,,,,,Deal
30815,2023-03-16 15:30:11.775425,,,158.92,158.94,419,329,Glass
30816,2023-03-16 15:30:13.612602,,,158.92,158.94,419,331,Glass
9312,2023-03-16 15:30:13.766876,158.92,87,,,,,Deal
30817,2023-03-16 15:30:14.236520,,,158.92,158.93,219,20,Glass
30818,2023-03-16 15:30:14.901274,,,158.92,158.94,419,331,Glass
30819,2023-03-16 15:30:16.744615,,,158.92,158.94,419,331,Glass
9313,2023-03-16 15:30:16.744615,158.93,1,,,,,Deal
30820,2023-03-16 15:30:17.594875,,,158.92,158.93,419,19,Glass
30821,2023-03-16 15:30:18.613184,,,158.92,158.93,19,98,Glass
9314,2023-03-16 15:30:18.632623,158.92,8,,,,,Deal
9315,2023-03-16 15:30:20.460177,158.93,4,,,,,Deal
30822,2023-03-16 15:30:20.460177,,,158.89,158.93,458,264,Glass
30823,2023-03-16 15:30:20.971794,,,158.89,158.92,458,1,Glass
9316,2023-03-16 15:30:21.279814,158.92,1,,,,,Deal
30824,2023-03-16 15:30:21.883622,,,158.91,158.93,100,63,Glass
9317,2023-03-16 15:30:21.883622,158.93,1,,,,,Deal
30825,2023-03-16 15:30:23.009990,,,158.91,158.93,100,63,Glass
30826,2023-03-16 15:30:23.616076,,,158.91,158.92,100,2,Glass
9318,2023-03-16 15:30:23.752551,158.91,74,,,,,Deal
30827,2023-03-16 15:30:24.155236,,,158.9,158.92,51,202,Glass
9319,2023-03-16 15:30:24.458623,158.92,1,,,,,Deal
30828,2023-03-16 15:30:24.812608,,,158.89,158.91,458,40,Glass
30829,2023-03-16 15:30:25.495339,,,158.9,158.91,5,241,Glass
9320,2023-03-16 15:30:25.975410,158.91,40,,,,,Deal
30830,2023-03-16 15:30:26.134623,,,158.91,158.93,500,63,Glass
30831,2023-03-16 15:30:26.977785,,,158.91,158.93,100,563,Glass
9321,2023-03-16 15:30:27.201415,158.93,62,,,,,Deal
30832,2023-03-16 15:30:27.960639,,,158.92,158.93,1,458,Glass
9322,2023-03-16 15:30:27.960639,158.93,5,,,,,Deal
30833,2023-03-16 15:30:28.610906,,,158.93,158.94,100,552,Glass
30834,2023-03-16 15:30:29.294709,,,158.93,158.94,200,141,Glass
9323,2023-03-16 15:30:30.236837,158.94,43,,,,,Deal
30835,2023-03-16 15:30:30.236837,,,158.93,158.94,200,98,Glass
9324,2023-03-16 15:30:31.245541,158.95,100,,,,,Deal
30836,2023-03-16 15:30:31.245541,,,158.94,158.95,965,398,Glass
30837,2023-03-16 15:30:32.246558,,,158.94,158.95,965,298,Glass
9325,2023-03-16 15:30:32.246558,158.95,100,,,,,Deal
9326,2023-03-16 15:30:33.247353,158.95,100,,,,,Deal
30838,2023-03-16 15:30:33.247353,,,158.94,158.95,965,198,Glass
30839,2023-03-16 15:30:34.020718,,,158.94,158.95,964,23,Glass
9327,2023-03-16 15:30:34.020718,158.95,2,,,,,Deal
30840,2023-03-16 15:30:35.182229,,,158.95,158.96,77,765,Glass
9328,2023-03-16 15:30:35.182229,158.96,1,,,,,Deal
30841,2023-03-16 15:30:35.811344,,,158.95,158.96,77,759,Glass
9329,2023-03-16 15:30:35.811344,158.96,6,,,,,Deal
30842,2023-03-16 15:30:38.612588,,,158.95,158.96,77,177,Glass
30843,2023-03-16 15:30:39.944893,,,158.95,158.96,77,188,Glass
9330,2023-03-16 15:30:40.027243,158.96,7,,,,,Deal
9331,2023-03-16 15:30:40.623613,158.95,77,,,,,Deal
30844,2023-03-16 15:30:40.623613,,,158.94,158.96,964,181,Glass
30845,2023-03-16 15:30:41.261723,,,158.94,158.95,19,378,Glass
9332,2023-03-16 15:30:41.280565,158.95,1,,,,,Deal
9333,2023-03-16 15:30:41.893186,158.95,249,,,,,Deal
30846,2023-03-16 15:30:41.893186,,,158.94,158.95,19,28,Glass
30847,2023-03-16 15:30:42.477561,,,158.94,158.96,19,152,Glass
9334,2023-03-16 15:30:42.477561,158.96,2,,,,,Deal
30848,2023-03-16 15:30:43.611946,,,158.95,158.96,100,136,Glass
9335,2023-03-16 15:30:43.757668,158.96,24,,,,,Deal
9336,2023-03-16 15:30:44.422166,158.95,85,,,,,Deal
30849,2023-03-16 15:30:44.422166,,,158.95,158.96,15,105,Glass
